starvation_correct,trial_correct,i3S,coral_cam,Kilo_cam,Exp_n,Cage,date_cuno_in,time_cuno_in,ray1,ray2,cuno_size,cuno_location_found,grid,cuno_depth,color,tag_n,used,days_starved,date_coral_in,time_coral_in,date_finish,time_finish,trial_length,combo_specific_spp,combo_general_spp,coral_n,coral_spp_PISFC,coral_spp_general,cage_side,growth_form_1,max_d_1,ortho_d_1,height_1,p_alive_start_1,symbionts_1,p_alive_end_1,p_consumed_1,ranking_coral,rank_n,ate,N_eaten,consumed_FIRST,consumed_SECOND,not_consumed_1,not_consumed_2,order determined with video?,evidence from video,number of videos spent eating,date/time start eating,coral.visited.first,visited.coral.ate.first,comments
Y,Y,Y,Y,N,70,C152,4/29/2021,3:10:00 PM,11.5,11.5,19,Circle,N12,28,yellow/black,PIC_03,PIC_03,7,5/6/2021,10:55:00 AM,5/13/2021,10:50:00 AM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,NORTH,EF,18,9,8.5,50,0,0,1,FIRST,2,YES,one,MPAT,,PLOB,,ate one,N/A,12,5/8/2021 7:00,,,
Y,Y,Y,N,N,71,C152,5/13/2021,11:10:00 AM,11,11,19,East of Anchor,F10,45,blue,N080,N080,7,5/20/2021,11:10:00 AM,5/27/2021,10:20:00 AM,7,PCOM_MPAT,PCOM_MPAT,1,PCOM,PCOM,NORTH,KN,15,9,16,35,0,35,0,NOT_EATEN,0,NO,none,,,PCOM,MPAT,no video.didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,N,N,71,C152,5/13/2021,11:10:00 AM,11,11,19,East of Anchor,F10,45,blue,N080,N080,7,5/20/2021,11:10:00 AM,5/27/2021,10:20:00 AM,7,PCOM_MPAT,PCOM_MPAT,2,MPAT,MPAT,SOUTH,EF,12,11,11,75,0,75,0,NOT_EATEN,0,NO,none,,,PCOM,MPAT,no video.didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,N,N,72,C079,5/13/2021,11:10:00 AM,10,9.5,14,Trios,J12,33,yellow/brown,PIC_58,N,7,5/20/2021,11:24:00 AM,5/27/2021,10:15:00 AM,7,PMEA_MCAP,PMEA_MCAP,1,PMEA,POSP,SOUTH,BR,6.5,4,3,85,0,0,1,FIRST,2,YES,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,72,C079,5/13/2021,11:10:00 AM,10,9.5,14,Trios,J12,33,yellow/brown,PIC_58,N,7,5/20/2021,11:24:00 AM,5/27/2021,10:15:00 AM,7,PMEA_MCAP,PMEA_MCAP,2,MCAP,MCAP,NORTH,EF,8.5,4.5,3.5,50,0,50,0,NOT_EATEN,0,NO,one,PMEA,,MCAP,,no video.ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,73,C078,5/13/2021,11:10:00 AM,10,10.5,15,Split,H10,30,red/yellow,PIC_60,N,7,5/20/2021,11:34:00 AM,5/27/2021,10:32:00 AM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,NORTH,MD,15,13,12,65,0,65,0,NOT_EATEN,0,NO,none,,,PLOB,MPAT,no video.didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,73,C078,5/13/2021,11:10:00 AM,10,10.5,15,Split,H10,30,red/yellow,PIC_60,N,7,5/20/2021,11:34:00 AM,5/27/2021,10:32:00 AM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,SOUTH,EF,15.5,10.5,7,50,0,50,0,NOT_EATEN,0,NO,none,,,PLOB,MPAT,no video.didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,74,C077,5/13/2021,11:10:00 AM,9.5,10,14,Split,H10,30,yellow,PIC_59,N,7,5/20/2021,11:49:00 AM,5/27/2021,10:37:00 AM,7,PMEA_MCAP,PMEA_MCAP,1,PMEA,POSP,NORTH,BR,10.5,6.5,9.5,60,0,0,1,FIRST,2,YES,one,PMEA,,MCAP,,ate one,ate on video,1,5/20/2021  overnight,,,
Y,Y,Y,Y,N,74,C077,5/13/2021,11:10:00 AM,9.5,10,14,Split,H10,30,yellow,PIC_59,N,7,5/20/2021,11:49:00 AM,5/27/2021,10:37:00 AM,7,PMEA_MCAP,PMEA_MCAP,2,MCAP,MCAP,SOUTH,EF,10.5,10,6,40,0,40,0,NOT_EATEN,0,NO,one,PMEA,,MCAP,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,75,C153,5/13/2021,11:10:00 AM,12,12,19,Trios,J12,33,green/brown,T0150,N,7,5/20/2021,12:00:00 PM,5/27/2021,10:14:00 AM,7,PMEA_MPAT,PMEA_MPAT,1,PGRA,POSP,NORTH,BR,11.5,10,27,50,0,50,0,NOT_EATEN,0,NO,one,MPAT,,PGRA,,ate one,N/A,N/A,,,,
Y,Y,Y,Y,N,75,C153,5/13/2021,11:10:00 AM,12,12,19,Trios,J12,33,green/brown,T0150,N,7,5/20/2021,12:00:00 PM,5/27/2021,10:14:00 AM,7,PMEA_MPAT,PMEA_MPAT,2,MPAT,MPAT,SOUTH,EF,17,15,14,50,0,20,0.6,FIRST,2,YES,one,MPAT,,PGRA,,ate one,ate on video,13,5/26/2021 6:00,,,
Y,Y,Y,Y,N,76,C152,6/17/2021,1:15:00 PM,11,11,16,Dagger,F7,28,brown/yellow,PIC_61,PIC_61,7,6/24/2021,1:55:00 PM,7/1/2021,10:50:00 AM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,8.5,6,6,40,0,40,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,76,C152,6/17/2021,1:15:00 PM,11,11,16,Dagger,F7,28,brown/yellow,PIC_61,PIC_61,7,6/24/2021,1:55:00 PM,7/1/2021,10:50:00 AM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,SOUTH,BR,12,9.5,10.5,25,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,N,Y,77,C079,6/17/2021,1:15:00 PM,11.5,11.5,18,Dagger,F7,28,yellow/blue,N097,N,7,6/24/2021,2:09:00 PM,7/1/2021,10:57:00 AM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,SOUTH,KN,5,2,4.5,95,0,95,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,Y,77,C079,6/17/2021,1:15:00 PM,11.5,11.5,18,Dagger,F7,28,yellow/blue,N097,N,7,6/24/2021,2:09:00 PM,7/1/2021,10:57:00 AM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,NORTH,BR,7.5,4,8,30,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,ate one,coral went from color to white from 6/26 to 6/27,N/A,6/26 overnight,,,
Y,Y,Y,Y,N,78,C078,6/17/2021,1:15:00 PM,11,11,17,East of Anchor,G13,31,yellow/brown,N072,N,7,6/24/2021,2:19:00 PM,7/1/2021,11:02:00 AM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,SOUTH,KN,8.5,5.5,9,90,0,90,0,NOT_EATEN,0,NO,none,,,PMEA,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,78,C078,6/17/2021,1:15:00 PM,11,11,17,East of Anchor,G13,31,yellow/brown,N072,N,7,6/24/2021,2:19:00 PM,7/1/2021,11:02:00 AM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,NORTH,BR,13,12.5,12,20,0,20,0,NOT_EATEN,0,NO,none,,,PMEA,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,79,C077,6/17/2021,1:15:00 PM,10.5,11,19,East of Anchor,G12,34,black/yellow,PIC_31,PIC_31,7,6/24/2021,2:27:00 PM,7/1/2021,11:07:00 AM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,SOUTH,MD,11,9,15,75,0,75,0,NOT_EATEN,0,NO,none,,,PLOB,MPAT,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,79,C077,6/17/2021,1:15:00 PM,10.5,11,19,East of Anchor,G12,34,black/yellow,PIC_31,PIC_31,7,6/24/2021,2:27:00 PM,7/1/2021,11:07:00 AM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,NORTH,EF,13,9,11,40,0,40,0,NOT_EATEN,0,NO,none,,,PLOB,MPAT,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,81,C152,7/15/2021,11:10:00 AM,10,10,17,East of Anchor,A16,43,yellow/brown,PIC_66,N,7,7/22/2021,2:15:00 PM,7/29/2021,1:45:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,SOUTH,KN,10,4.5,11.5,55,0,55,0,NOT_EATEN,0,NO,none,,,PMEA,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,81,C152,7/15/2021,11:10:00 AM,10,10,17,East of Anchor,A16,43,yellow/brown,PIC_66,N,7,7/22/2021,2:15:00 PM,7/29/2021,1:45:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,NORTH,BR,7.5,2.5,7.5,95,0,95,0,NOT_EATEN,0,NO,none,,,PMEA,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,N,N,82,C079,7/15/2021,1:38:00 PM,13.5,14,24,Stump,K4,19,orange,PIC_67,N,7,7/22/2021,2:10:00 PM,7/29/2021,1:50:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,3.5,3,5.5,65,0,65,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,82,C079,7/15/2021,1:38:00 PM,13.5,14,24,Stump,K4,19,orange,PIC_67,N,7,7/22/2021,2:10:00 PM,7/29/2021,1:50:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,SOUTH,BR,2.5,2,5,95,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,N,N,83,C078,7/15/2021,11:10:00 AM,12,12,20,East of Anchor,F15,42,yellow,PIC_64,N,7,7/22/2021,1:44:00 PM,7/29/2021,1:55:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PCOM,PCOM,NORTH,KN,2.5,2,4.5,95,0,95,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,N,N,83,C078,7/15/2021,11:10:00 AM,12,12,20,East of Anchor,F15,42,yellow,PIC_64,N,7,7/22/2021,1:44:00 PM,7/29/2021,1:55:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PMEA,POSP,SOUTH,BR,4,1.5,5,90,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,Y,N,84,C077,7/15/2021,11:10:00 AM,11,11,16,Trios,I13,35,red/yellow,PIC_61,PIC_61,7,7/22/2021,1:57:00 PM,7/29/2021,2:00:00 PM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,NORTH,MD,12,9.5,11,30,0,30,0,NOT_EATEN,0,NO,one,MPAT,,PLOB,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,84,C077,7/15/2021,11:10:00 AM,11,11,16,Trios,I13,35,red/yellow,PIC_61,PIC_61,7,7/22/2021,1:57:00 PM,7/29/2021,2:00:00 PM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,SOUTH,EF,15.5,10,6.5,40,0,10,0.75,FIRST,2,YES,one,MPAT,,PLOB,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,Y,N,85,C153,7/15/2021,11:10:00 AM,9.5,10,15,East of Anchor,F15,42,yellow/brown,PIC_65,N,7,7/22/2021,2:05:00 PM,7/29/2021,2:05:00 PM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,NORTH,MD,7.5,6.5,4,45,0,45,0,NOT_EATEN,0,NO,one,MPAT,,PLOB,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,85,C153,7/15/2021,11:10:00 AM,9.5,10,15,East of Anchor,F15,42,yellow/brown,PIC_65,N,7,7/22/2021,2:05:00 PM,7/29/2021,2:04:00 PM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,SOUTH,EF,11.5,6.5,5.5,15,0,0,1,FIRST,2,YES,one,MPAT,,PLOB,,ate one,ate on video,14,7/25/2021 6:00,,,
Y,Y,Y,Y,N,86,C152,7/29/2021,2:00:00 PM,12,13,24,East of Anchor,D11,44,brown/yellow,PIC_77,N,7,8/5/2021,2:19:00 PM,8/12/2021,1:49:00 PM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,SOUTH,MD,12,9,9,80,0,80,0,NOT_EATEN,0,NO,one,MPAT,,PLOB,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,86,C152,7/29/2021,2:00:00 PM,12,13,24,East of Anchor,D11,44,brown/yellow,PIC_77,N,7,8/5/2021,2:19:00 PM,8/12/2021,1:49:00 PM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,NORTH,EF,22,13,9,25,0,10,0.6,FIRST,2,YES,one,MPAT,,PLOB,,ate one,ate on video,2,8/6/21 6:00-7:00,,,
Y,Y,Y,half,N,87,C079,7/29/2021,2:00:00 PM,11,11.5,19,Back 40,B6,33,green,PIC_74,N,7,8/5/2021,2:09:00 PM,8/12/2021,1:54:00 PM,7,PLOB_MPAT,PLOB_MPAT,1,PLOB,PORM,NORTH,MD,12,9.5,9,90,0,85,0.06,NOT_EATEN,0,NO,one,MPAT,,PLOB,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,half,N,87,C079,7/29/2021,2:00:00 PM,11,11.5,19,Back 40,B6,33,green,PIC_74,N,7,8/5/2021,2:09:00 PM,8/12/2021,1:54:00 PM,7,PLOB_MPAT,PLOB_MPAT,2,MPAT,MPAT,SOUTH,EF,12,9,9,45,0,10,0.78,FIRST,2,YES,one,MPAT,,PLOB,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,N,Y,88,C078,7/29/2021,2:00:00 PM,10,10.5,17,Back 40,negA7,36,green/blue,PIC_76,PIC_76,7,8/5/2021,2:20:00 PM,8/12/2021,1:59:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PMEA,POSP,NORTH,BR,6,4,8,85,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,ate one,coral went from color to white from 8/5-8/6,N/A,8/5 overnight,,,also ate POSP that was growing on cage
Y,Y,Y,N,Y,88,C078,7/29/2021,2:00:00 PM,10,10.5,17,Back 40,negA7,36,green/blue,PIC_76,PIC_76,7,8/5/2021,2:20:00 PM,8/12/2021,1:59:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PCOM,PCOM,SOUTH,KN,8,6,10,60,0,60,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,ate one,N/A,N/A,N/A,,,also ate POSP that was growing on cage
Y,Y,Y,Y,N,89,C077,7/29/2021,2:00:00 PM,11,11,17,Dagger,E8,33,yellow,PIC_63,PIC_63,7,8/5/2021,2:27:00 PM,8/12/2021,2:02:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PMEA,POSP,NORTH,BR,4,2,6.5,95,0,0,1,FIRST,2,YES,one,PMEA,,PCOM,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,Y,N,89,C077,7/29/2021,2:00:00 PM,11,11,17,Dagger,E8,33,yellow,PIC_63,PIC_63,7,8/5/2021,2:27:00 PM,8/12/2021,2:02:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PCOM,PCOM,SOUTH,KN,4,2.5,6.5,90,0,90,0,NOT_EATEN,0,NO,one,PMEA,,PCOM,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,90,C153,7/29/2021,2:00:00 PM,10,10,17,Back 40,B6,33,yellow,PIC_53,N,7,8/5/2021,2:29:00 PM,8/12/2021,2:07:00 PM,7,PMEA_PCOM,PMEA_PCOM,1,PMEA,POSP,NORTH,BR,6,2,6.5,85,0,85,0,NOT_EATEN,0,NO,none,,,PMEA,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,90,C153,7/29/2021,2:00:00 PM,10,10,17,Back 40,B6,33,yellow,PIC_53,N,7,8/5/2021,2:29:00 PM,8/12/2021,2:07:00 PM,7,PMEA_PCOM,PMEA_PCOM,2,PCOM,PCOM,SOUTH,KN,10,4,8,35,0,35,0,NOT_EATEN,0,NO,none,,,PMEA,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,91,C152,9/9/2021,2:00:00 PM,11.5,11.5,18,East of Anchor,D11,39,yellow/brown,PIC_84,N,7,9/16/2021,1:49:00 PM,9/23/2021,12:35:00 PM,7,MCAP_MPAT,MCAP_MPAT,1,MPAT,MPAT,NORTH,EF,19,12,8,60,0,60,0,NOT_EATEN,0,NO,none,,,MPAT,MCAP,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,91,C152,9/9/2021,2:00:00 PM,11.5,11.5,18,East of Anchor,D11,39,yellow/brown,PIC_84,N,7,9/16/2021,1:49:00 PM,9/23/2021,12:35:00 PM,7,MCAP_MPAT,MCAP_MPAT,2,MCAP,MCAP,SOUTH,EF,25,13,8,70,0,70,0,NOT_EATEN,0,NO,none,,,MPAT,MCAP,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,N,N,92,C083,9/9/2021,2:00:00 PM,12,13,18,Back 40,C6,28,purple/black,PIC_81,N,7,9/16/2021,1:55:00 PM,9/23/2021,12:35:00 PM,7,MCAP_MPAT,MCAP_MPAT,1,MPAT,MPAT,SOUTH,EF,7.5,5.5,4.5,40,0,0,1,FIRST,2,YES,one,MPAT,,MCAP,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,N,N,92,C083,9/9/2021,2:00:00 PM,12,13,18,Back 40,C6,28,purple/black,PIC_81,N,7,9/16/2021,1:55:00 PM,9/23/2021,12:35:00 PM,7,MCAP_MPAT,MCAP_MPAT,2,MCAP,MCAP,NORTH,EF,10,5.5,3.5,40,0,40,0,NOT_EATEN,0,NO,one,MPAT,,MCAP,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,93,C082,9/9/2021,2:00:00 PM,12.5,13,22,East of Anchor,A16,55,red/yellow,PIC_30,PIC_30,7,9/16/2021,1:58:00 PM,9/23/2021,12:35:00 PM,7,PMEA_FSCU,PMEA_FSCU,1,PMEA,POSP,SOUTH,EF,13,12,11,15,0,0,1,FIRST,2,YES,one,PMEA,,FSCU,,ate one,didn't eat on video,N/A,N/A,,,ate pocillopora by 9/19 (checked in person)
Y,Y,Y,Y,N,93,C082,9/9/2021,2:00:00 PM,12.5,13,22,East of Anchor,A16,55,red/yellow,PIC_30,PIC_30,7,9/16/2021,1:58:00 PM,9/23/2021,12:35:00 PM,7,PMEA_FSCU,PMEA_FSCU,2,FSCU,FSCU,NORTH,EF,8.5,7,3,95,0,95,0,NOT_EATEN,0,NO,one,PMEA,,FSCU,,ate one,N/A,N/A,N/A,,,ate pocillopora by 9/19 (checked in person)
N,Y,Y,Y,N,94,C077,9/10/2021,2:00:00 PM,12.5,12,21,Dagger,F8,30,yellow,PIC_63,PIC_63,6,9/16/2021,2:03:00 PM,9/23/2021,12:35:00 PM,7,PCOM_MPAT,PCOM_MPAT,1,MPAT,MPAT,NORTH,EF,20,14.5,12,10,0,0,1,FIRST,2,YES,one,MPAT,,PCOM,,ate one,ate on video,2,9/22/21 @ 6:30am & 9/22/21 @ 6:30pm ,,,ate it twice on separate occassions
N,Y,Y,Y,N,94,C077,9/10/2021,2:00:00 PM,12.5,12,21,Dagger,F8,30,yellow,PIC_63,PIC_63,6,9/16/2021,2:03:00 PM,9/23/2021,12:35:00 PM,7,PCOM_MPAT,PCOM_MPAT,2,PCOM,PCOM,SOUTH,KN,26,11,9.5,20,0,20,0,NOT_EATEN,0,NO,one,MPAT,,PCOM,,ate one,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,95,C153,9/9/2021,2:00:00 PM,10.5,10.5,16,Dagger,E8,32,red/yellow,PIC_85,N,7,9/16/2021,2:07:00 PM,9/23/2021,12:35:00 PM,7,PCOM_MPAT,PCOM_MPAT,1,MPAT,MPAT,NORTH,EF,6,4.5,3,20,0,20,0,NOT_EATEN,0,NO,none,,,MPAT,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,95,C153,9/9/2021,2:00:00 PM,10.5,10.5,16,Dagger,E8,32,red/yellow,PIC_85,N,7,9/16/2021,2:07:00 PM,9/23/2021,12:35:00 PM,7,PCOM_MPAT,PCOM_MPAT,2,PCOM,PCOM,SOUTH,KN,8,2.5,8.5,80,0,80,0,NOT_EATEN,0,NO,none,,,MPAT,PCOM,didn't eat,N/A,N/A,N/A,,,
Y,Y,Y,Y,N,96,C152,9/23/2021,12:45:00 PM,13,13,21,Trios,J12,30,yellow/brown,PIC_87,N,7,9/30/2021,1:34:00 PM,10/7/2021,2:23:00 PM,7,LESP_PMEA,LESP_PMEA,1,PMEA,POSP,SOUTH,BR,7,4,7,35,0,0,1,FIRST,2,YES,one,PMEA,,LESP,,ate one,didn't eat on video,N/A,N/A,,,
Y,Y,Y,Y,N,96,C152,9/23/2021,12:45:00 PM,13,13,21,Trios,J12,30,yellow/brown,PIC_87,N,7,9/30/2021,1:34:00 PM,10/7/2021,2:23:00 PM,7,LESP_PMEA,LESP_PMEA,2,LESP,LESP,NORTH,EF,6,3.5,2,40,0,40,0,NOT_EATEN,0,NO,one,PMEA,,LESP,,ate one,N/A,N/A,N/A,,,"hard to tell if it ate the leptastrea, skeleton was a little white at the end but unsure. "
Y,Y,Y,N,N,97,C083,9/23/2021,12:45:00 PM,12.5,12,20,Trios,L11,27,yellow/brown,PIC_89,N,7,9/30/2021,2:20:00 PM,10/7/2021,2:21:00 PM,7,LESP_PMEA,LESP_PMEA,1,PMEA,POSP,NORTH,BR,6,2,10,90,0,0,1,unknown,0.5,YES,both,BOTH,,,,unknown.no video,N/A,N/A,N/A,,,
Y,Y,Y,N,N,97,C083,9/23/2021,12:45:00 PM,12.5,12,20,Trios,L11,27,yellow/brown,PIC_89,N,7,9/30/2021,2:20:00 PM,10/7/2021,2:21:00 PM,7,LESP_PMEA,LESP_PMEA,2,LESP,LESP,SOUTH,EF,13,9.5,7.5,50,0,10,0.8,unknown,0.5,YES,both,BOTH,,,,unknown.no video,N/A,N/A,N/A,,,was covered in sand when picked it up at the end
Y,Y,Y,Y,N,98,C082,9/23/2021,12:45:00 PM,12,10.5,18,Trios,L11,27,yellow/brown,PIC_19,PIC_19,7,9/30/2021,2:10:00 PM,10/7/2021,2:19:00 PM,7,LESP_PMEA,LESP_PMEA,1,PMEA,POSP,NORTH,BR,5,1.5,4,90,0,30,0.67,FIRST,2,YES,both,PMEA,LESP,,,Y,coral went from color to white from 10/2 to 10/3,N/A,N/A,,,
Y,Y,Y,Y,N,98,C082,9/23/2021,12:45:00 PM,12,10.5,18,Trios,L11,27,yellow/brown,PIC_19,PIC_19,7,9/30/2021,2:10:00 PM,10/7/2021,2:19:00 PM,7,LESP_PMEA,LESP_PMEA,2,LESP,LESP,SOUTH,EF,11.5,4.5,5,15,0,5,0.67,SECOND,1,YES,both,PMEA,LESP,,,Y,ate on video,5,10/5/21 6:30-10:30,,,
Y,Y,Y,Y,N,99,C077,9/23/2021,12:45:00 PM,13,13.5,24,Trios,L11,32,blue/brown,PIC_90,PIC_90,7,9/30/2021,2:13:00 PM,10/7/2021,2:17:00 PM,7,LESP_PMEA,LESP_PMEA,1,PMEA,POSP,NORTH,BR,8,4.5,7.5,90,0,0,1,FIRST,2,YES,one,PMEA,,LESP,,ate one,ate on video,2,10/1/21 6:30-7:30,,,
Y,Y,Y,Y,N,99,C077,9/23/2021,12:45:00 PM,13,13.5,24,Trios,L11,32,blue/brown,PIC_90,PIC_90,7,9/30/2021,2:13:00 PM,10/7/2021,2:17:00 PM,7,LESP_PMEA,LESP_PMEA,2,LESP,LESP,SOUTH,EF,12,6,8,30,0,30,0,NOT_EATEN,0,NO,one,PMEA,,LESP,,ate one,N/A,N/A,N/A,,,"hard to tell if it ate the leptastrea, skeleton was a little white at the end but unsure. "
Y,Y,Y,Y,N,100,C153,9/23/2021,12:45:00 PM,12.5,13,21,Trios,L11,31,yellow/brown,PIC_88,N,7,9/30/2021,1:55:00 PM,10/7/2021,2:15:00 PM,7,PVAR_PMEA,PVAR_PMEA,1,PMEA,POSP,NORTH,BR,6.5,10,7.5,35,0,0,1,SECOND,1,YES,both,PVAR,PMEA,,,Y,ate on video,1,10/6/2021  @ 6:30:00 AM,,,
Y,Y,Y,Y,N,100,C153,9/23/2021,12:45:00 PM,12.5,13,21,Trios,L11,31,yellow/brown,PIC_88,N,7,9/30/2021,1:55:00 PM,10/7/2021,2:15:00 PM,7,PVAR_PMEA,PVAR_PMEA,2,PVAR,PVAR,SOUTH,EF,8,7,3.5,85,0,5,0.94,FIRST,2,YES,both,PVAR,PMEA,,,Y,ate on video,13,10/1 @ 6:30-18:30,,,
N,Y,Y,Y,N,101,C152,10/7/2021,3:45:00 PM,13,13.5,20,Back 40,A4,42,blue/yellow,PIC_92,PIC_92,8,10/15/2021,11:22:00 AM,10/22/2021,9:15:00 AM,7,PDUE_PMEA,PDUE_PMEA,1,PMEA,POSP,SOUTH,BR,6.5,4,5,85,0,0,1,SECOND,1,YES,both,PDUE,PMEA,,,Y,ate on video,1,10/16 @ 6:30,,,
N,Y,Y,Y,N,101,C152,10/7/2021,3:45:00 PM,13,13.5,20,Back 40,A4,42,blue/yellow,PIC_92,PIC_92,8,10/15/2021,11:22:00 AM,10/22/2021,9:15:00 AM,7,PDUE_PMEA,PDUE_PMEA,2,PDUE,PDUE,NORTH,ML,8.5,2,8.5,30,0,0,1,FIRST,2,YES,both,PDUE,PMEA,,,Y,coral went from color to white from 10/16-10/17,N/A,N/A,,,
N,Y,Y,N,Y,102,C083,10/7/2021,3:45:00 PM,10,10.5,16,Back 40,B5,30,yellow/brown,PIC_91,N,8,10/15/2021,9:54:00 AM,10/22/2021,9:17:00 AM,7,MCAP_FSCU,MCAP_FSCU,1,MCAP,MCAP,SOUTH,EF,6.5,6.5,2.5,45,0,45,0,NOT_EATEN,0,NO,none,,,MCAP,FSCU,didn't eat,N/A,N/A,N/A,,,
N,Y,Y,N,Y,102,C083,10/7/2021,3:45:00 PM,10,10.5,16,Back 40,B5,30,yellow/brown,PIC_91,N,8,10/15/2021,9:54:00 AM,10/22/2021,9:17:00 AM,7,MCAP_FSCU,MCAP_FSCU,2,FSCU,FSCU,NORTH,FR,7.5,5.5,2,95,0,95,0,NOT_EATEN,0,NO,none,,,MCAP,FSCU,didn't eat,N/A,N/A,N/A,,,
N,Y,Y,Y,N,103,C082,10/7/2021,3:45:00 PM,12.5,12.5,19,Dagger,F7,19,red/yellow,PIC_95,N,8,10/15/2021,10:04:00 AM,10/22/2021,9:19:00 AM,7,PDUE_PMEA,PDUE_PMEA,1,PMEA,POSP,NORTH,BR,7,4,4.5,30,0,0,1,SECOND,1,YES,both,PDUE,PMEA,,,Y,coral went from color to white from 10/16-10/17,N/A,N/A,,,
